dato,lokation,prognoseret_risiko,saeson_baseline,vindhistorik,vandtemp_c,tid_i_vandet_min,distance_m,observation,noter
2026-09-18,Amager Strand,Forhøjet/moderat,"September (fortsat forhøjet, men aftagende)","3 dage i træk fralandsvind (S/SV/V, 15.-17/9)",16.1,28,1300,"1 stor + 1 mindre brandmand set",""
